street	name	name-cy	place	local-authority	polyline	end-date
26901889	THE COOMBE		74550267	WBK	[[51.522885,-1.1512938],[51.5199303,-1.1567823]]	
26901934	THE NIGHTINGALES		74563915	WBK	[[51.3892093,-1.3129641],[51.3895427,-1.3176876]]	
26901944	THE RIDGE		74570390	WBK	[[51.4283872,-1.2670384],[51.4223167,-1.2497763]]	
26901948	THE STREET		74570743	WBK	[[51.4470005,-1.0920478],[51.442507,-1.1017197]]	
26901952	THE STREET		74569035	WBK	[[51.3751814,-1.0544763],[51.3843041,-1.0210633]]	
26901962	THEALE ROAD		74569380	WBK	[[51.4168192,-1.0572843],[51.4113381,-1.0422415]]	
26902028	VANNERS LANE		74564246	WBK	[[51.3740857,-1.3879856],[51.3787707,-1.3811699]]	
26902061	WARBRECK DRIVE		74570741	WBK	[[51.4725706,-1.0519171],[51.47103,-1.0504373]]	
26902067	WASING LANE		74571102	WBK	[[51.3836313,-1.1567172],[51.3838861,-1.153393]]	
26902079	WEAVERS LANE		74565207	WBK	[[51.3752036,-1.4839303],[51.3797926,-1.4685186]]	
26902111	WESTONS		74567186	WBK	[[51.4966431,-1.2992797],[51.4963516,-1.2971522]]	
26902166	WITTENHAM AVENUE		74570741	WBK	[[51.4578606,-1.0508977],[51.4575574,-1.0545455]]	
26902195	YATTENDON LANE		74570392	WBK	[[51.4668921,-1.1841337],[51.4667978,-1.2058159]]	
26902238	WOOLHAMPTON HILL		74568696	WBK	[[51.4046159,-1.1727925],[51.4080591,-1.171422]]	
26902448	WELFORD ROAD		74565204	WBK	[[51.4437978,-1.4322936],[51.4478889,-1.4248751]]	
26902464	BRIMPTON LANE		74569039	WBK	[[51.3794087,-1.19957],[51.3655757,-1.1860071]]	
26902506	UNNAMED ROAD FROM CURRIDGE ROAD TO PRIMARY SCHOOL		74570393	WBK	[[51.4414963,-1.2962672],[51.4424484,-1.2961087]]	
26902525	UNNAMED ROAD FROM GARDENERS LANE TO BUCKHOLD FARM		74552795	WBK	[[51.470724,-1.1280165],[51.4709056,-1.1416906]]	
26902565	UNNAMED ROAD FROM ILSLEY ROAD TO NEWBURY HILL		74552803	WBK	[[51.5157318,-1.2581591],[51.5049663,-1.2464902]]	
26902574	UNNAMED ROAD FROM LITTLE BOWDEN LANE TO BERECOURT ROAD		74552795	WBK	[[51.4769065,-1.0989417],[51.4765595,-1.1017708]]	
26902597	SCHOOL HILL		74567526	WBK	[[51.4935307,-1.4014269],[51.4907494,-1.388644]]	
26902644	CHAPEL ROAD		74564248	WBK	[[51.4150522,-1.3775887],[51.4174324,-1.3737023]]	
26902939	LIME VIEW		74563915	WBK	[[51.4049753,-1.3197292],[51.4049679,-1.3200168]]	
26902943	SANDLEFORD		74563915	WBK	[[51.372929,-1.3167136],[51.3735228,-1.3167766]]	
26902980	THE CROFT		74565530	WBK	[[51.4157768,-1.5204014],[51.4159683,-1.5166606]]	
26903595	LOVE LANE		74563594	WBK	[[51.4158445,-1.3303674],[51.413677,-1.3193411]]	
26903626	WANTAGE ROAD		74563915	WBK	[[51.4256359,-1.3334032],[51.4472306,-1.3327726]]	
26903653	SOPERS LANE		74571104	WBK	[[51.3898862,-1.1231444],[51.3926641,-1.1134903]]	
26904081	SCHOOL LANE		74552159	WBK	[[51.4844631,-1.1463326],[51.4845832,-1.1455383]]	
27000031	STANIER STREET		74577594	STS-UE	[[53.010202,-2.2308198],[53.0128458,-2.2349031]]	
27000043	WESTLANDS AVENUE		74577594	STS-UE	[[53.0024848,-2.2421037],[53.0051835,-2.2411203]]	
27000169	ORME ROAD		74577594	STS-UE	[[53.0091319,-2.2310078],[53.007944,-2.2451447]]	
27000193	QUARRY BANK ROAD		74577594	STS-UE	[[53.0090063,-2.2883712],[53.0037509,-2.2869949]]	
27000208	POPLAR DRIVE		74574156	STS-UE	[[53.0819975,-2.2351906],[53.0834592,-2.2369751]]	
27000215	ROE LANE		74577594	STS-UE	[[52.9952195,-2.2340623],[52.9900731,-2.2362839]]	
27000219	RACECOURSE		74577594	STS-UE	[[53.012603,-2.2648009],[53.0149782,-2.2638466]]	
27000236	SEABRIDGE LANE		74577594	STS-UE	[[52.9902868,-2.241782],[52.990583,-2.223639]]	
27000248	RUTLAND ROAD		74574156	STS-UE	[[53.0900348,-2.2346819],[53.0914626,-2.2354362]]	
2700027	CLARENCE ROAD			BIR	[[52.602527,-1.8529038],[52.5864936,-1.835836]]	
27000338	THE AVENUE		74574156	STS-UE	[[53.0869399,-2.2405029],[53.0831949,-2.243229]]	
27000344	THE DRIVE		74577594	STS-UE	[[53.0334898,-2.292964],[53.0395503,-2.2771962]]	
27000345	THE GATEWAY		74577594	STS-UE	[[53.0544593,-2.2548683],[53.0542963,-2.2554342]]	
2700040	LICHFIELD ROAD			BIR	[[52.606787,-1.8381229],[52.5710215,-1.8231162]]	
27000405	WELLINGTON ROAD		74574156	STS-UE	[[53.0872725,-2.2360106],[53.0877618,-2.2340574]]	
27000486	KNUTTON LANE		74577594	STS-UE	[[53.0186182,-2.2474117],[53.0134997,-2.2314784]]	
27000509	CLAYTON LANE		74577594	STS-UE	[[52.9888409,-2.2226617],[52.9950786,-2.213397]]	
27000528	COLLARD AVENUE		74577594	STS-UE	[[53.0212536,-2.2287026],[53.0236974,-2.2293717]]	
27000550	BASFORD PARK ROAD		74577594	STS-UE	[[53.0256911,-2.2159489],[53.0165339,-2.2094037]]	
27000616	OSTEND PLACE		74577594	STS-UE	[[53.0018453,-2.247077],[53.0027084,-2.2469926]]	
27000621	MOUNT PLEASANT		74577594	STS-UE	[[53.0108263,-2.2191531],[53.0110751,-2.215786]]	
2700065	WORCESTER LANE			BIR	[[52.6036796,-1.8099024],[52.5878109,-1.8168766]]	
27000670	CONGLETON ROAD		74578082	STS-UE	[[53.0814744,-2.2618203],[53.0898162,-2.2577199]]	
27000675	CASTLE STREET		74577379	STS-UE	[[53.0368464,-2.2480088],[53.0405472,-2.2535185]]	
27000694	CHAPEL STREET		74574158	STS-UE	[[53.0566994,-2.2966425],[53.0561548,-2.2915064]]	
27000726	APEDALE ROAD		74574157	STS-UE	[[53.0463612,-2.2859958],[53.0466966,-2.2810458]]	
27000734	ASHFIELDS NEW ROAD		74577594	STS-UE	[[53.0143111,-2.2348664],[53.0166027,-2.2305561]]	
27000785	BRITTAIN AVENUE		74577594	STS-UE	[[53.0392446,-2.2445625],[53.039739,-2.2488606]]	
27000797	BURSLEY WAY		74577594	STS-UE	[[53.0424417,-2.2372126],[53.0435431,-2.2302681]]	
27000830	CHURCH LANE		74561281	STS-UE	[[53.0148184,-2.2547085],[53.0186182,-2.2474117]]	
27000835	CHAPEL LANE		74577838	STS-UE	[[53.0951269,-2.2083523],[53.0992053,-2.2098356]]	
27000946	FIRST AVENUE		74578082	STS-UE	[[53.0848238,-2.2509718],[53.0829159,-2.2433767]]	
27000988	GLOUCESTER ROAD		74574156	STS-UE	[[53.0896943,-2.2474315],[53.09567,-2.2305909]]	
27001051	HOON AVENUE		74577594	STS-UE	[[53.0275225,-2.2268574],[53.0242796,-2.2394979]]	
2700106	IRWIN AVENUE		74540884	BIR	[[52.3897522,-2.0016219],[52.3923865,-1.9967436]]	
27001096	LANGDALE ROAD		74577594	STS-UE	[[52.9963919,-2.2321318],[52.9954771,-2.2310541]]	
2700112	LEACH HEATH LANE		74540884	BIR	[[52.3920524,-2.0145092],[52.3924845,-2.0107475]]	
2700113	LEYBROOK ROAD		74540884	BIR	[[52.397349,-2.0022547],[52.3968456,-2.0005058]]	
2700114	LICKEY ROAD		74540884	BIR	[[52.3949665,-1.9898661],[52.3949485,-1.9896016]]	
27001142	LONDON ROAD		74577594	STS-UE	[[53.002418,-2.2160558],[53.0085782,-2.2244026]]	
27001219	BARRACKS ROAD		74577594	STS-UE	[[53.0126965,-2.2237384],[53.0126689,-2.2240662]]	
27001225	CRACKLEY BANK		74577594	STS-UE	[[53.0544593,-2.2548683],[53.0439929,-2.2521516]]	
27001242	KINGSLEY ROAD		74574156	STS-UE	[[53.0725736,-2.2584081],[53.0680591,-2.2552022]]	
27001263	SCHOOL STREET		74577379	STS-UE	[[53.0359095,-2.2446629],[53.0365009,-2.2455909]]	
27001330	PEPPER STREET		74561665	STS-UE	[[53.016587,-2.2796123],[53.013931,-2.2888662]]	
27001331	HIGH STREET		74561281	STS-UE	[[53.0209651,-2.2513012],[53.0186182,-2.2474117]]	
27001454	NEWCASTLE ROAD		74542779	STS-UE	[[53.0017142,-2.3398804],[53.0081252,-2.3265029]]	
27001495	TOLLGATE AVENUE		74577594	STS-UE	[[52.9594209,-2.3062019],[52.9582797,-2.3060152]]	
27001515	ECCLESHALL ROAD		74561081	STS-UE	[[52.9129446,-2.3780559],[52.9198,-2.3902371]]	
27001537	CHURCH LANE		74561865	STS-UE	[[53.0338013,-2.3683021],[53.0329513,-2.361167]]	
27001554	IZAAC WALTON WAY		74542779	STS-UE	[[52.9966168,-2.3400489],[52.9965078,-2.3435345]]	
27001589	CHURCH LANE		74561082	STS-UE	[[52.9318103,-2.4216763],[52.932464,-2.4095726]]	
2700164	HAGLEY ROAD WEST		74540884	BIR	[[52.4721878,-1.9683577],[52.4622213,-2.0133583]]	
27001656	CAULDON AVENUE		74577594	STS-UE	[[53.0420488,-2.2359128],[53.0376308,-2.2290733]]	
2700202	DWELLINGS LANE		74540884	BIR	[[52.4552637,-2.004453],[52.4560189,-2.0016129]]	
2700236	LUTLEY GROVE		74540884	BIR	[[52.4385242,-2.004098],[52.4378319,-2.0045245]]	
2700269	QUINTON ROAD WEST		74540884	BIR	[[52.4588597,-2.0032613],[52.4520256,-1.9797318]]	
2700277	SCOTLAND LANE		74540884	BIR	[[52.433193,-2.0023764],[52.4228993,-2.0013313]]	
2700314	WYCHBURY ROAD		74540884	BIR	[[52.4331298,-2.0088039],[52.4320152,-2.0057297]]	
2700333	BAVERSTOCK ROAD		74540884	BIR	[[52.4070821,-1.8927874],[52.4053623,-1.8898369]]	
2700334	BAYSTON ROAD		74540884	BIR	[[52.4146519,-1.8929016],[52.415026,-1.8891369]]	
2700336	BELLS FARM CLOSE		74540884	BIR	[[52.4059984,-1.9082391],[52.4066088,-1.907106]]	
2700337	BELLS LANE		74540884	BIR	[[52.4084088,-1.9168218],[52.404717,-1.8920287]]	
2700431	GRENDON ROAD		74540884	BIR	[[52.4101649,-1.8825188],[52.4131659,-1.8808349]]	
2700446	HIGHTERS HEATH LANE		74540884	BIR	[[52.4135433,-1.8720274],[52.4003125,-1.8832648]]	
2700511	MONYHULL HALL ROAD		74540884	BIR	[[52.4134027,-1.9038722],[52.4083778,-1.9164223]]	
2700537	PERSHORE ROAD SOUTH		74540884	BIR	[[52.4159656,-1.9304788],[52.4073155,-1.9276109]]	
2700539	PICKENHAM ROAD		74540884	BIR	[[52.4031597,-1.880597],[52.4021142,-1.8779835]]	
2700569	SCHOOL ROAD		74578229	BIR	[[52.413651,-1.8718801],[52.4190289,-1.8576167]]	
2700580	SISEFIELD ROAD		74540884	BIR	[[52.4016431,-1.9281048],[52.3994282,-1.9228026]]	
2700650	ALVECHURCH ROAD		74540884	BIR	[[52.3999417,-1.9614704],[52.3890719,-1.959422]]	
2700707	BUNBURY ROAD		74575399	BIR	[[52.413455,-1.9648703],[52.4141093,-1.9590625]]	
2700776	DOWNLAND CLOSE		74540884	BIR	[[52.4043691,-1.9315695],[52.4039011,-1.930703]]	
2700931	LONGBRIDGE LANE		74574577	BIR	[[52.3967554,-1.9868679],[52.3962154,-1.9814011]]	
2700968	MIDDLE FIELD ROAD		74540884	BIR	[[52.4082,-1.9514677],[52.4053224,-1.949795]]	
2700980	MUIRFIELD GARDENS		74540884	BIR	[[52.4044388,-1.9441369],[52.403648,-1.9447846]]	
2700992	NORTHFIELD ROAD		74575397	BIR	[[52.415229,-1.9490786],[52.4174044,-1.9311235]]	
2701050	REDNAL ROAD		74540884	BIR	[[52.3975943,-1.9586358],[52.4065358,-1.9316692]]	
2701073	SELLY OAK ROAD		74540884	BIR	[[52.4280355,-1.9401075],[52.4152238,-1.938184]]	
2701075	SHANNON ROAD		74540884	BIR	[[52.3955212,-1.9455583],[52.4015441,-1.9279874]]	
2701114	TEES GROVE		74540884	BIR	[[52.4001358,-1.9332219],[52.3996413,-1.933105]]	
2701148	TRESCOTT ROAD		74540884	BIR	[[52.4164887,-1.985055],[52.4109334,-1.9936124]]	
2701151	TURVES GREEN		74540884	BIR	[[52.3944702,-1.9749064],[52.4037001,-1.9628931]]	
2701156	VINEYARD ROAD		74540884	BIR	[[52.4200925,-1.9769374],[52.4167561,-1.9712931]]	
2701194	WOOTTON ROAD		74540884	BIR	[[52.3920869,-1.9703523],[52.3896142,-1.9689285]]	
2701196	WYCHALL LANE		74540884	BIR	[[52.4107806,-1.9343384],[52.4087649,-1.9482037]]	
2701216	ALBERT ROAD		74575115	BIR	[[52.5042162,-1.8992421],[52.5031139,-1.8834377]]	
2701244	ANGLESEY STREET		74540884	BIR	[[52.5030126,-1.9117961],[52.4987497,-1.9096245]]	
2701248	ARDEN ROAD		74574862	BIR	[[52.483125,-1.862934],[52.4853,-1.8548428]]	
2701255	ARTHUR STREET		74540884	BIR	[[52.473982,-1.8708384],[52.4716606,-1.8690344]]	
2701315	BEAUFORT ROAD		74540884	BIR	[[52.4725748,-1.928595],[52.474048,-1.9266199]]	
2701323	BELL BARN ROAD		74540884	BIR	[[52.4710862,-1.910809],[52.468772,-1.9033708]]	
2701325	BELLEVUE		74540884	BIR	[[52.4655343,-1.901847],[52.4649747,-1.8991693]]	
2701358	BORDESLEY GREEN ROAD		74542290	BIR	[[52.4767168,-1.8566964],[52.4830181,-1.8561166]]	
2701375	BREARLEY STREET		74575115	BIR	[[52.491767,-1.9015385],[52.4912763,-1.895516]]	
2701399	BROUGHAM STREET		74540884	BIR	[[52.498825,-1.9141171],[52.497449,-1.913398]]	
2701418	BUTLIN STREET		74540884	BIR	[[52.500743,-1.8687276],[52.4997874,-1.8663883]]	
2701422	CALTHORPE ROAD		74577297	BIR	[[52.4672395,-1.9219062],[52.4724962,-1.9182902]]	
2701476	CHILWELL CROFT		74540884	BIR	[[52.4946052,-1.8984392],[52.4945771,-1.8971725]]	
2701490	CLAREMONT ROAD		74542197	BIR	[[52.464275,-1.8728388],[52.4630988,-1.8742404]]	
2701514	CONYBERE STREET		74540884	BIR	[[52.4663894,-1.8926895],[52.465098,-1.8864223]]	
2701556	DARWIN STREET		74540884	BIR	[[52.4701249,-1.8879846],[52.466696,-1.8841955]]	
2701577	DUDDESTON MANOR ROAD		74540884	BIR	[[52.4907853,-1.8716586],[52.4858005,-1.8760466]]	
2701579	DUDLEY ROAD		74540884	BIR	[[52.4876254,-1.9480242],[52.4865895,-1.9272912]]	
2701600	EMMELINE STREET		74540884	BIR	[[52.4756713,-1.8700385],[52.4758431,-1.8709361]]	
2701632	FLOODGATE STREET		74540884	BIR	[[52.4749779,-1.8863677],[52.4777958,-1.881281]]	
2701683	GOLDEN HILLOCK ROAD		74540884	BIR	[[52.4692651,-1.8574858],[52.4559836,-1.8624582]]	
2701694	GRACE ROAD		74540884	BIR	[[52.4626873,-1.8678686],[52.463699,-1.864127]]	
2701710	GREAT COLMORE STREET		74540884	BIR	[[52.4717448,-1.899949],[52.4707337,-1.9057366]]	
2701711	GREAT FRANCIS STREET		74540884	BIR	[[52.4874714,-1.8748491],[52.4888254,-1.8716349]]	
2701722	GREENFIELD CRESCENT		74540884	BIR	[[52.4709261,-1.9229007],[52.4696657,-1.9202385]]	
2701726	GROSVENOR STREET		74540884	BIR	[[52.481829,-1.887057],[52.4831335,-1.8881139]]	
2701752	HARBORNE ROAD		74540884	BIR	[[52.4725144,-1.9186729],[52.4611473,-1.9427717]]	
2701804	HOCKLEY CLOSE		74540884	BIR	[[52.4974288,-1.899287],[52.4964761,-1.8996721]]	
2701829	HOSPITAL STREET		74575115	BIR	[[52.4964954,-1.9012187],[52.4871901,-1.9004295]]	
2701868	JENNENS ROAD		74540884	BIR	[[52.4814192,-1.8910631],[52.4861945,-1.883335]]	
2701896	KING EDWARDS ROAD		74540884	BIR	[[52.4836999,-1.9213617],[52.4798439,-1.9099282]]	
2701948	LISTER STREET		74540884	BIR	[[52.4876191,-1.8876755],[52.489199,-1.8852268]]	
2701955	LITTLE GREEN LANE		74540884	BIR	[[52.4727983,-1.8653654],[52.4763854,-1.8576839]]	
2701969	LONGMORE STREET		74540884	BIR	[[52.4629113,-1.8938312],[52.4645096,-1.8916637]]	
2701974	LOWE STREET		74540884	BIR	[[52.4705386,-1.8790774],[52.4696764,-1.8799188]]	
2702048	MOSELEY ROAD		74542197	BIR	[[52.4541755,-1.886862],[52.4662452,-1.8828425]]	
2702056	MUNTZ STREET		74540884	BIR	[[52.4694634,-1.857971],[52.4736764,-1.855234]]	
2702084	NEWHALL STREET		74540884	BIR	[[52.4846793,-1.9083133],[52.4808705,-1.9009149]]	
2702103	NURSERY ROAD		74575115	BIR	[[52.4968479,-1.9151372],[52.4988484,-1.909315]]	
2702105	OAKLEY ROAD		74542290	BIR	[[52.4681026,-1.8627888],[52.4667557,-1.864206]]	
2702152	PHILLIPS STREET		74540884	BIR	[[52.4975331,-1.8951919],[52.495333,-1.8880978]]	
2702154	PIERS ROAD		74540884	BIR	[[52.5013947,-1.9252045],[52.5004778,-1.9252208]]	
2702191	RALPH ROAD		74540884	BIR	[[52.4872366,-1.8579732],[52.4902358,-1.8551653]]	
2702211	ROCKY LANE		74542290	BIR	[[52.4981425,-1.8835686],[52.4950282,-1.871337]]	
2702217	ROSE HILL ROAD		74540884	BIR	[[52.5027513,-1.9236996],[52.5009351,-1.9234376]]	
2702280	SOHO ROAD		74540884	BIR	[[52.5047308,-1.9424943],[52.5009351,-1.9234376]]	
2702305	ST GEORGES STREET		74540884	BIR	[[52.4895032,-1.9035612],[52.4895012,-1.9012343]]	
2702308	ST JAMES ROAD		74577297	BIR	[[52.4705013,-1.9195893],[52.4685553,-1.9137195]]	
2702309	ST JAMES PLACE		74540884	BIR	[[52.4841937,-1.8783336],[52.4829967,-1.8770852]]	
2702318	ST PAULS SQUARE		74540884	BIR	[[52.4859809,-1.9058661],[52.4848746,-1.9051469]]	
2702324	ST VINCENT STREET WEST		74540884	BIR	[[52.4765464,-1.9252907],[52.4781892,-1.9217396]]	
2702356	SUMMER ROW		74540884	BIR	[[52.4817783,-1.9093111],[52.4810722,-1.9055821]]	
2702415	UPPER SUTTON STREET		74540884	BIR	[[52.4987852,-1.8881921],[52.5032705,-1.8873853]]	
2702425	VAUGHTON STREET SOUTH		74540884	BIR	[[52.4672621,-1.8933793],[52.4679708,-1.8918025]]	
2702426	VAUXHALL GROVE		74540884	BIR	[[52.485549,-1.876283],[52.4845768,-1.8750782]]	
2702461	WASHWOOD HEATH ROAD		74540884	BIR	[[52.4919506,-1.8607564],[52.4935024,-1.8182876]]	
2702473	WELFORD ROAD		74540884	BIR	[[52.5047818,-1.9218399],[52.5031572,-1.920402]]	
2702492	WHEELER STREET		74540884	BIR	[[52.4960483,-1.9040624],[52.5026187,-1.9025014]]	
2702495	WHITE ROAD		74542197	BIR	[[52.4632272,-1.8682938],[52.4641139,-1.8653474]]	
2702501	WHITMORE ROAD		74540884	BIR	[[52.4681026,-1.8627888],[52.4713927,-1.8626462]]	
2702523	WOODVIEW DRIVE		74540884	BIR	[[52.4667234,-1.9051436],[52.4652696,-1.9080149]]	
2702564	BARFORD ROAD		74540884	BIR	[[52.4866573,-1.9356408],[52.4840043,-1.9339218]]	
2702579	BENSON ROAD		74540884	BIR	[[52.4963836,-1.9339769],[52.4981608,-1.9292165]]	
2702593	BOULTON ROAD		74540884	BIR	[[52.5039282,-1.9376339],[52.499658,-1.9378019]]	
2702617	CITY ROAD		74577298	BIR	[[52.4743525,-1.9620404],[52.4785751,-1.9543954]]	
2702637	CUTHBERT ROAD		74540884	BIR	[[52.4883688,-1.942118],[52.4880701,-1.9381717]]	
2702669	FLORENCE ROAD		74540884	BIR	[[52.5054165,-1.9478855],[52.504841,-1.9475768]]	
2702671	FOUNDRY ROAD		74540884	BIR	[[52.4942397,-1.9429793],[52.4940673,-1.9398129]]	
2702801	NORFOLK ROAD		74577297	BIR	[[52.4650225,-1.943797],[52.4716387,-1.9429201]]	
2702815	OLIVER ROAD		74540884	BIR	[[52.4774487,-1.9306631],[52.4768539,-1.9283378]]	
2702860	ROOKERY ROAD		74576829	BIR	[[52.5044691,-1.940609],[52.5144205,-1.9393432]]	
2702866	SANDWELL ROAD		74540884	BIR	[[52.5143161,-1.9466815],[52.5066756,-1.9489595]]	
2702927	WATTVILLE ROAD		74540884	BIR	[[52.5027505,-1.9576998],[52.508053,-1.9535252]]	
2702944	WINCHFIELD DRIVE		74540884	BIR	[[52.4678295,-1.9760741],[52.465923,-1.9733961]]	
2702978	ALCESTER ROAD		74540884	BIR	[[52.4541665,-1.8868621],[52.4393383,-1.8926219]]	
2702987	ALLENS CROFT ROAD		74540884	BIR	[[52.420289,-1.9154885],[52.426514,-1.9086384]]	
2702999	ARDENCOTE ROAD		74540884	BIR	[[52.4274693,-1.880988],[52.4259851,-1.8801243]]	
2703024	BAKER STREET		74542279	BIR	[[52.4532186,-1.86591],[52.4559123,-1.8629734]]	
2703081	BREEDON ROAD		74540884	BIR	[[52.4196942,-1.9266794],[52.4185868,-1.9241375]]	
2703092	BROOK LANE		74578229	BIR	[[52.4294308,-1.8579365],[52.4297043,-1.8691427]]	
2703098	BRUNSWICK ROAD		74542197	BIR	[[52.4575066,-1.8826005],[52.4550341,-1.8736451]]	
2703151	COLMORE ROAD		74540884	BIR	[[52.4301477,-1.8996889],[52.4264976,-1.89955]]	
2703152	COLVILLE ROAD		74540884	BIR	[[52.4567273,-1.87651],[52.4567238,-1.8732577]]	
2703156	CONWAY ROAD		74540884	BIR	[[52.4591724,-1.8680703],[52.4607729,-1.8682716]]	
2703178	DENNIS ROAD		74540884	BIR	[[52.4531565,-1.8748865],[52.4503153,-1.8745413]]	
2703190	DRAYTON ROAD		74540884	BIR	[[52.4321646,-1.8929921],[52.4320794,-1.8883004]]	
2703199	EDGBASTON PARK ROAD		74540884	BIR	[[52.4625793,-1.9170574],[52.4476884,-1.925398]]	
2703217	EVELYN ROAD		74540884	BIR	[[52.4511673,-1.8644595],[52.4517986,-1.8584539]]	
2703220	FALLOWS ROAD		74540884	BIR	[[52.4628364,-1.864527],[52.4597597,-1.8626673]]	
2703249	GEORGE STREET		74542197	BIR	[[52.4543147,-1.8914382],[52.4575139,-1.8901501]]	
2703269	GREENLAND ROAD		74540884	BIR	[[52.4376781,-1.9186773],[52.4419652,-1.9170808]]	
2703272	GREENWOOD CLOSE		74540884	BIR	[[52.4185309,-1.8978034],[52.4198343,-1.8976239]]	
2703312	HERTFORD STREET		74540884	BIR	[[52.4560225,-1.8818097],[52.4577652,-1.8804512]]	
2703342	INSTITUTE ROAD		74540884	BIR	[[52.4336659,-1.8929591],[52.4335511,-1.8855168]]	
2703346	JAKEMAN ROAD		74540884	BIR	[[52.4581657,-1.8950492],[52.4555141,-1.8955705]]	
2703458	OAKLAND ROAD		74540884	BIR	[[52.4471581,-1.8816125],[52.4483344,-1.880241]]	
2703469	OXFORD ROAD		74540884	BIR	[[52.4459488,-1.8859706],[52.4392679,-1.8757638]]	
2703490	PERCY ROAD		74540884	BIR	[[52.4477714,-1.8586874],[52.4546843,-1.8583565]]	
2703520	QUEENSBRIDGE ROAD		74540884	BIR	[[52.4438947,-1.9010263],[52.439941,-1.8929588]]	
2703550	RUSSELL ROAD		74540884	BIR	[[52.4445874,-1.9016574],[52.4539155,-1.8974725]]	
2703571	SELLY PARK ROAD		74540884	BIR	[[52.4458527,-1.9226791],[52.436778,-1.9171786]]	
2703591	SIR HARRYS ROAD		74540884	BIR	[[52.4615349,-1.9148075],[52.4578414,-1.9049543]]	
2703622	ST PAULS ROAD		74540884	BIR	[[52.4589565,-1.8850545],[52.4567273,-1.87651]]	
2703659	TINDAL STREET		74540884	BIR	[[52.4568844,-1.8899015],[52.4540957,-1.8879806]]	
2703660	TIVERTON ROAD		74540884	BIR	[[52.4452214,-1.9342443],[52.4382503,-1.9277378]]	
2703668	TRITTIFORD ROAD		74540884	BIR	[[52.4269824,-1.8710184],[52.4203874,-1.8584946]]	
2703679	VICARAGE ROAD		74540884	BIR	[[52.4261918,-1.9104185],[52.4324524,-1.893065]]	
2703712	WHEELERS LANE		74540884	BIR	[[52.4252957,-1.892435],[52.4311779,-1.8768453]]	
2703737	WOODSTOCK ROAD		74542197	BIR	[[52.4512641,-1.8791884],[52.4478224,-1.8720323]]	
2703755	ADAMS HILL		74540884	BIR	[[52.44025,-2.0093205],[52.4351619,-1.997302]]	
2703893	COURT OAK ROAD		74577298	BIR	[[52.4596986,-1.9616556],[52.4605917,-1.972737]]	
2703949	FAR WOOD ROAD		74540884	BIR	[[52.4322211,-1.9839325],[52.4318163,-1.9820942]]	
2703954	FELLOWS LANE		74540884	BIR	[[52.459799,-1.9663797],[52.4556721,-1.9649996]]	
2703984	GENNERS LANE		74540884	BIR	[[52.4351619,-1.997302],[52.4254698,-1.9858318]]	
2704018	GRIFFINS BROOK LANE		74540884	BIR	[[52.425606,-1.9553023],[52.4261413,-1.9455222]]	
2704112	LINDEN ROAD		74540884	BIR	[[52.4342025,-1.9395408],[52.4201472,-1.932575]]	
2704117	LODGE HILL ROAD		74540884	BIR	[[52.4395743,-1.949728],[52.4385546,-1.941359]]	
2704163	METCHLEY LANE		74540884	BIR	[[52.4613541,-1.9429039],[52.4486438,-1.9463926]]	
2704192	NANTMEL GROVE		74540884	BIR	[[52.4334898,-2.0009497],[52.4327795,-2.0006261]]	
2704208	OAK TREE LANE		74577067	BIR	[[52.4396146,-1.9397248],[52.434769,-1.9397901]]	
2704214	OLD CHURCH ROAD		74540884	BIR	[[52.4537285,-1.9596889],[52.4528815,-1.9542158]]	
2704246	PRINCETHORPE ROAD		74540884	BIR	[[52.4362813,-1.9677655],[52.4378979,-1.9622628]]	
2704267	RHAYADER ROAD		74540884	BIR	[[52.4192757,-1.985657],[52.4191854,-1.9820988]]	
2704308	SHENLEY LANE		74540884	BIR	[[52.4211692,-1.9679231],[52.4317252,-1.975358]]	
2704317	SOMERFORD ROAD		74540884	BIR	[[52.437145,-1.9701919],[52.4320037,-1.9744901]]	
2704337	STATION ROAD		74577298	BIR	[[52.4580686,-1.9539161],[52.4592796,-1.9475277]]	
2704343	STONEHOUSE LANE		74540884	BIR	[[52.4417782,-1.9890487],[52.4446791,-1.9717758]]	
2704349	SWARTHMORE ROAD		74540884	BIR	[[52.4289451,-1.9664764],[52.4315298,-1.953664]]	
2704396	VIVIAN ROAD		74540884	BIR	[[52.4563069,-1.9548156],[52.4584805,-1.9499128]]	
2704409	WELSH HOUSE FARM ROAD		74540884	BIR	[[52.4513512,-1.9787315],[52.4561138,-1.9691049]]	
2704415	WEOLEY CASTLE ROAD		74540884	BIR	[[52.4382252,-1.9761194],[52.4366299,-1.9609988]]	
2704419	WEOLEY PARK ROAD		74540884	BIR	[[52.4378979,-1.9622628],[52.4352302,-1.945526]]	
2704453	WOOD LEASOW		74540884	BIR	[[52.4443047,-1.992226],[52.4440618,-1.9905783]]	
2704457	WOODHOUSE ROAD		74540884	BIR	[[52.4597844,-1.9822008],[52.4567815,-1.9808334]]	
2704464	WORLDS END LANE		74540884	BIR	[[52.4625185,-1.992738],[52.4552898,-1.9853223]]	
2704513	COPPICE VIEW ROAD			BIR	[[52.5607436,-1.8785479],[52.5574489,-1.874368]]	
2704524	EDGE HILL ROAD			BIR	[[52.5945293,-1.8556173],[52.5970393,-1.8498366]]	
2704555	KINGSLAND ROAD		74540884	BIR	[[52.5591211,-1.892625],[52.5565696,-1.8848137]]	
